"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Center,Wind Speed
"(89, 66)","(96, 90)","(114, 97)","(128, 86)","(121, 68)","(107, 61)","(108, 78)",9.8 km/h
"(89, 66)","(96, 90)","(114, 97)","(128, 86)","(121, 68)","(107, 61)","(108, 78)",9.8 km/h
"(89, 66)","(96, 90)","(114, 97)","(128, 86)","(121, 68)","(107, 61)","(108, 78)",9.8 km/h
"(91, 65)","(96, 90)","(114, 97)","(127, 88)","(121, 68)","(107, 61)","(108, 78)",9.8 km/h
"(91, 65)","(96, 90)","(114, 97)","(127, 88)","(121, 68)","(107, 61)","(108, 78)",9.8 km/h
"(91, 65)","(96, 90)","(114, 97)","(127, 88)","(121, 68)","(107, 61)","(108, 78)",9.8 km/h
"(91, 65)","(96, 90)","(114, 97)","(127, 88)","(121, 68)","(107, 61)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(122, 73)","(125, 84)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(110, 65)","(122, 73)","(125, 84)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(110, 65)","(122, 73)","(125, 84)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(110, 65)","(122, 73)","(125, 84)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(110, 65)","(122, 73)","(125, 84)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(110, 65)","(122, 73)","(125, 84)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(110, 65)","(122, 73)","(125, 84)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(110, 65)","(122, 73)","(125, 84)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(110, 65)","(122, 73)","(125, 84)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(110, 65)","(122, 73)","(125, 84)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(110, 65)","(122, 73)","(125, 84)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(110, 65)","(122, 73)","(125, 84)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(110, 65)","(122, 73)","(125, 84)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(110, 65)","(122, 73)","(125, 84)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(110, 65)","(122, 73)","(125, 84)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(110, 65)","(122, 73)","(125, 84)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(110, 65)","(122, 73)","(125, 84)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(110, 65)","(122, 73)","(125, 84)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(110, 65)","(122, 73)","(125, 84)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(110, 65)","(122, 73)","(125, 84)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(110, 65)","(122, 73)","(125, 84)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(110, 65)","(122, 73)","(125, 84)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(110, 65)","(122, 73)","(125, 84)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(110, 65)","(122, 73)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(121, 72)","(125, 85)","(113, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(121, 72)","(125, 85)","(113, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(121, 72)","(125, 85)","(113, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(121, 72)","(125, 85)","(113, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(121, 72)","(125, 85)","(113, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(121, 72)","(125, 85)","(113, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(121, 72)","(125, 85)","(113, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(121, 72)","(125, 85)","(113, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(121, 72)","(125, 85)","(113, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(121, 72)","(125, 85)","(113, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(121, 72)","(125, 85)","(113, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(121, 72)","(125, 85)","(113, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(121, 72)","(125, 85)","(113, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(121, 72)","(125, 85)","(113, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(121, 72)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(121, 72)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(121, 72)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(121, 72)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(121, 72)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(121, 72)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(121, 72)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(121, 72)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(121, 72)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(121, 72)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(121, 72)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(121, 72)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(121, 72)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(121, 72)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(121, 72)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(121, 72)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(102, 64)","(117, 68)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(102, 64)","(117, 68)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(102, 64)","(117, 68)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(102, 64)","(117, 68)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(102, 64)","(117, 68)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(102, 64)","(117, 68)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(102, 64)","(117, 68)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(102, 64)","(117, 68)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(102, 64)","(117, 68)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(102, 64)","(117, 68)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(102, 64)","(117, 68)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(102, 64)","(117, 68)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(102, 64)","(117, 68)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(102, 64)","(117, 68)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(90, 65)","(96, 90)","(114, 97)","(127, 88)","(122, 69)","(107, 61)","(108, 78)",9.8 km/h
"(90, 65)","(96, 90)","(114, 97)","(128, 86)","(117, 66)","(107, 61)","(107, 78)",9.8 km/h
"(90, 65)","(96, 90)","(114, 97)","(128, 86)","(117, 66)","(107, 61)","(107, 78)",9.8 km/h
"(90, 65)","(96, 90)","(114, 97)","(127, 88)","(122, 69)","(107, 61)","(107, 78)",9.8 km/h
"(90, 65)","(96, 90)","(114, 97)","(127, 88)","(122, 69)","(107, 61)","(107, 78)",9.8 km/h
"(90, 65)","(96, 90)","(114, 97)","(127, 88)","(122, 69)","(107, 61)","(107, 78)",9.8 km/h
"(90, 65)","(96, 90)","(114, 97)","(127, 88)","(122, 69)","(107, 61)","(107, 78)",9.8 km/h
"(90, 65)","(96, 90)","(114, 97)","(127, 88)","(122, 69)","(107, 61)","(107, 78)",9.8 km/h
"(90, 65)","(96, 90)","(114, 97)","(127, 88)","(122, 69)","(107, 61)","(107, 78)",9.8 km/h
"(90, 65)","(96, 90)","(114, 97)","(127, 88)","(122, 69)","(107, 61)","(107, 78)",9.8 km/h
"(90, 65)","(96, 90)","(114, 97)","(127, 88)","(122, 69)","(107, 61)","(107, 78)",9.8 km/h
"(90, 65)","(96, 90)","(114, 97)","(127, 88)","(122, 69)","(107, 61)","(107, 78)",9.8 km/h
"(90, 65)","(96, 90)","(114, 97)","(127, 88)","(122, 69)","(107, 61)","(107, 78)",9.8 km/h
"(90, 65)","(96, 90)","(114, 97)","(127, 88)","(122, 69)","(107, 61)","(107, 78)",9.8 km/h
"(91, 70)","(108, 64)","(122, 73)","(125, 85)","(113, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(122, 73)","(125, 85)","(113, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(122, 73)","(125, 85)","(113, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(122, 73)","(125, 85)","(113, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(122, 73)","(125, 85)","(113, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(122, 73)","(125, 85)","(113, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(122, 73)","(125, 85)","(113, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(122, 73)","(125, 85)","(113, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(122, 73)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(122, 73)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(122, 73)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(122, 73)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(122, 73)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(122, 73)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(122, 73)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(122, 73)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(122, 73)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(122, 73)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(122, 73)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(122, 73)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(122, 73)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(122, 73)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(122, 73)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(122, 73)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(122, 73)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(91, 70)","(108, 64)","(122, 73)","(125, 85)","(111, 94)","(96, 85)","(108, 78)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(205, 105)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(195, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(179, 109)","(196, 103)","(210, 112)","(213, 124)","(199, 133)","(184, 124)","(196, 117)",9.8 km/h
"(179, 109)","(196, 103)","(210, 112)","(213, 124)","(199, 133)","(184, 124)","(196, 117)",9.8 km/h
"(179, 109)","(196, 103)","(210, 112)","(213, 124)","(199, 133)","(184, 124)","(196, 117)",9.8 km/h
"(179, 109)","(196, 103)","(210, 112)","(213, 124)","(199, 133)","(184, 124)","(196, 117)",9.8 km/h
"(179, 109)","(196, 103)","(210, 112)","(213, 124)","(199, 133)","(184, 124)","(196, 117)",9.8 km/h
"(179, 109)","(196, 103)","(210, 112)","(213, 123)","(199, 133)","(184, 124)","(196, 117)",9.8 km/h
"(191, 102)","(205, 107)","(213, 124)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(139, 97)",9.8 km/h
"(191, 102)","(205, 107)","(213, 124)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(139, 97)",9.8 km/h
"(191, 102)","(205, 107)","(213, 124)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(139, 97)",9.8 km/h
"(191, 102)","(205, 107)","(213, 124)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(139, 97)",9.8 km/h
