"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)"
"(51, 31)","(68, 25)","(83, 31)","(86, 51)","(67, 56)","(53, 49)"
"(49, 26)","(48, 50)","(65, 59)","(88, 56)","(87, 29)","(72, 22)"
"(51, 31)","(67, 25)","(83, 31)","(86, 51)","(67, 56)","(53, 49)"
"(49, 26)","(48, 50)","(65, 59)","(88, 56)","(87, 29)","(72, 22)"
"(51, 31)","(67, 25)","(83, 31)","(86, 51)","(67, 56)","(53, 49)"
"(49, 26)","(48, 50)","(65, 59)","(88, 56)","(87, 29)","(72, 22)"
"(49, 26)","(50, 51)","(65, 59)","(91, 52)","(88, 30)","(72, 22)"
"(49, 26)","(47, 49)","(65, 59)","(89, 54)","(88, 30)","(72, 22)"
"(49, 25)","(47, 49)","(65, 59)","(89, 54)","(88, 30)","(72, 22)"
"(49, 26)","(47, 49)","(64, 59)","(89, 54)","(88, 30)","(72, 22)"
"(51, 31)","(67, 25)","(83, 31)","(86, 51)","(67, 56)","(53, 49)"
"(49, 26)","(50, 51)","(65, 59)","(91, 52)","(88, 30)","(72, 22)"
"(51, 31)","(67, 25)","(83, 31)","(86, 51)","(67, 56)","(53, 49)"
"(49, 26)","(50, 51)","(65, 59)","(91, 52)","(88, 30)","(72, 22)"
"(51, 31)","(67, 25)","(83, 31)","(86, 51)","(67, 56)","(53, 49)"
"(48, 27)","(50, 51)","(65, 59)","(91, 52)","(88, 30)","(72, 22)"
"(51, 31)","(67, 25)","(83, 31)","(86, 51)","(62, 54)","(50, 44)"
"(48, 27)","(47, 49)","(65, 59)","(88, 56)","(88, 30)","(72, 22)"
"(51, 31)","(67, 25)","(83, 31)","(86, 51)","(62, 54)","(50, 44)"
"(48, 27)","(47, 49)","(65, 59)","(88, 56)","(88, 30)","(72, 22)"
"(51, 31)","(67, 25)","(83, 31)","(86, 51)","(62, 54)","(51, 47)"
"(48, 27)","(47, 49)","(65, 59)","(88, 56)","(88, 30)","(72, 22)"
"(51, 31)","(67, 25)","(83, 31)","(86, 51)","(62, 54)","(51, 47)"
"(48, 27)","(47, 49)","(65, 59)","(88, 56)","(88, 30)","(72, 22)"
"(51, 31)","(67, 25)","(83, 31)","(86, 51)","(62, 54)","(51, 47)"
"(48, 27)","(47, 49)","(65, 59)","(88, 56)","(88, 30)","(72, 22)"
"(49, 26)","(47, 49)","(65, 59)","(89, 54)","(88, 30)","(72, 22)"
"(49, 26)","(47, 49)","(65, 59)","(89, 54)","(88, 30)","(72, 22)"
"(49, 26)","(47, 49)","(65, 59)","(89, 54)","(88, 30)","(72, 22)"
"(49, 26)","(47, 49)","(65, 59)","(89, 54)","(88, 30)","(72, 22)"
"(49, 26)","(47, 49)","(65, 59)","(89, 54)","(88, 30)","(72, 22)"
"(49, 26)","(47, 49)","(65, 59)","(89, 54)","(88, 30)","(72, 22)"
"(49, 26)","(47, 49)","(65, 59)","(89, 54)","(88, 30)","(72, 22)"
"(49, 26)","(47, 49)","(65, 59)","(89, 54)","(88, 30)","(72, 22)"
"(49, 26)","(47, 49)","(65, 59)","(89, 54)","(88, 30)","(72, 22)"
"(49, 26)","(47, 49)","(65, 59)","(89, 54)","(88, 30)","(72, 22)"
"(49, 26)","(49, 50)","(65, 59)","(89, 54)","(88, 30)","(72, 22)"
"(49, 26)","(49, 50)","(65, 59)","(89, 54)","(88, 30)","(72, 22)"
"(49, 26)","(49, 50)","(65, 59)","(89, 54)","(88, 30)","(72, 22)"
"(49, 26)","(49, 50)","(65, 59)","(89, 54)","(88, 30)","(72, 22)"
"(49, 26)","(49, 50)","(65, 59)","(89, 54)","(88, 30)","(72, 22)"
"(48, 28)","(50, 51)","(65, 59)","(90, 53)","(86, 29)","(72, 22)"
"(48, 28)","(50, 51)","(65, 59)","(90, 53)","(86, 29)","(72, 22)"
"(48, 28)","(50, 51)","(65, 59)","(90, 53)","(86, 29)","(72, 22)"
"(48, 28)","(50, 51)","(65, 59)","(90, 53)","(86, 29)","(72, 22)"
"(49, 25)","(47, 49)","(65, 59)","(90, 53)","(86, 29)","(72, 22)"
"(49, 25)","(47, 49)","(65, 59)","(90, 53)","(86, 29)","(72, 22)"
"(49, 25)","(50, 51)","(65, 59)","(90, 53)","(86, 29)","(72, 22)"
"(49, 26)","(50, 51)","(65, 59)","(90, 53)","(86, 29)","(72, 22)"
"(49, 26)","(50, 51)","(65, 59)","(90, 53)","(86, 29)","(72, 22)"
"(49, 26)","(50, 51)","(65, 59)","(90, 53)","(86, 29)","(72, 22)"
"(49, 26)","(50, 51)","(65, 59)","(90, 53)","(86, 29)","(72, 22)"
"(49, 26)","(50, 51)","(65, 59)","(90, 53)","(86, 29)","(72, 22)"
"(49, 26)","(50, 51)","(65, 59)","(90, 53)","(86, 29)","(72, 22)"
"(51, 31)","(67, 25)","(83, 31)","(86, 51)","(68, 56)","(53, 49)"
"(49, 25)","(50, 51)","(65, 59)","(90, 53)","(86, 29)","(72, 22)"
"(51, 31)","(67, 25)","(83, 31)","(86, 51)","(62, 54)","(50, 45)"
"(49, 25)","(50, 51)","(65, 59)","(90, 53)","(86, 29)","(72, 22)"
"(49, 25)","(49, 50)","(65, 59)","(88, 56)","(86, 29)","(72, 22)"
"(49, 25)","(49, 50)","(65, 59)","(88, 56)","(86, 29)","(72, 22)"
"(49, 26)","(49, 50)","(65, 59)","(88, 56)","(86, 29)","(72, 22)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(87, 30)","(72, 22)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(87, 30)","(72, 22)"
"(49, 26)","(47, 49)","(65, 59)","(88, 56)","(86, 29)","(72, 22)"
"(51, 31)","(67, 25)","(83, 31)","(86, 51)","(65, 55)","(53, 49)"
"(49, 26)","(47, 49)","(65, 59)","(88, 56)","(87, 29)","(72, 22)"
"(51, 31)","(67, 25)","(83, 31)","(86, 51)","(67, 56)","(53, 49)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(87, 29)","(73, 22)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(87, 29)","(73, 22)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(87, 29)","(73, 22)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(87, 29)","(73, 22)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(87, 29)","(73, 22)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(87, 29)","(73, 22)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(87, 29)","(73, 22)"
"(51, 31)","(67, 25)","(83, 31)","(86, 51)","(67, 56)","(53, 49)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(87, 29)","(71, 22)"
"(51, 31)","(67, 25)","(83, 31)","(86, 51)","(68, 56)","(50, 45)"
"(49, 26)","(50, 51)","(65, 59)","(90, 53)","(88, 30)","(71, 21)"
"(51, 31)","(67, 25)","(83, 31)","(86, 51)","(68, 56)","(50, 45)"
"(48, 27)","(50, 51)","(65, 59)","(89, 54)","(88, 30)","(71, 21)"
"(48, 27)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(71, 21)"
"(48, 27)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(71, 21)"
"(48, 27)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(71, 21)"
"(48, 27)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(71, 21)"
"(48, 27)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(71, 21)"
"(48, 27)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(71, 21)"
"(48, 27)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(71, 21)"
"(49, 25)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(71, 21)"
"(49, 25)","(50, 51)","(65, 59)","(91, 53)","(88, 30)","(71, 21)"
"(49, 25)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(71, 21)"
"(49, 25)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(71, 21)"
"(49, 25)","(50, 51)","(65, 59)","(89, 54)","(88, 30)","(71, 21)"
"(49, 25)","(50, 51)","(65, 59)","(89, 54)","(88, 30)","(71, 21)"
"(51, 31)","(72, 25)","(86, 34)","(87, 49)","(64, 55)","(51, 47)"
"(51, 31)","(71, 25)","(86, 34)","(87, 49)","(64, 55)","(51, 47)"
"(51, 31)","(71, 25)","(86, 34)","(87, 49)","(64, 55)","(51, 47)"
"(49, 26)","(50, 51)","(64, 59)","(89, 54)","(87, 30)","(71, 22)"
"(51, 31)","(72, 25)","(86, 34)","(87, 49)","(64, 55)","(51, 47)"
"(49, 25)","(48, 50)","(64, 59)","(89, 54)","(87, 30)","(71, 22)"
"(49, 26)","(48, 50)","(64, 59)","(89, 54)","(87, 30)","(71, 22)"
"(49, 26)","(48, 50)","(64, 59)","(89, 54)","(87, 30)","(71, 22)"
"(49, 26)","(48, 50)","(64, 59)","(89, 54)","(87, 30)","(71, 22)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(87, 30)","(71, 22)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(87, 30)","(71, 22)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(86, 29)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(86, 29)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(86, 29)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(86, 29)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(86, 29)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(86, 29)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(86, 29)","(72, 22)"
"(48, 27)","(48, 50)","(65, 59)","(89, 54)","(86, 29)","(72, 22)"
"(48, 27)","(48, 50)","(65, 59)","(89, 54)","(86, 29)","(72, 22)"
"(48, 27)","(48, 50)","(65, 59)","(89, 54)","(86, 29)","(72, 22)"
"(51, 31)","(72, 25)","(86, 34)","(87, 49)","(64, 55)","(50, 45)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(86, 29)","(72, 22)"
"(51, 31)","(67, 25)","(82, 30)","(87, 49)","(64, 55)","(50, 45)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(86, 29)","(72, 22)"
"(48, 27)","(48, 50)","(65, 59)","(89, 54)","(86, 29)","(72, 22)"
"(51, 31)","(67, 25)","(82, 30)","(86, 51)","(67, 56)","(53, 49)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(86, 29)","(72, 22)"
"(51, 31)","(67, 25)","(82, 30)","(86, 51)","(67, 56)","(53, 49)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(86, 29)","(72, 22)"
"(51, 31)","(67, 25)","(82, 30)","(86, 51)","(67, 56)","(53, 49)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(86, 29)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(86, 29)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(86, 29)","(72, 22)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(87, 29)","(72, 22)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(87, 29)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(88, 56)","(87, 29)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(87, 29)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(87, 29)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(87, 29)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(87, 29)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(87, 29)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(87, 29)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(87, 29)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(87, 29)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(87, 29)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(87, 29)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(87, 29)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(87, 29)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(87, 29)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(87, 29)","(72, 22)"
"(48, 28)","(48, 50)","(65, 59)","(89, 54)","(87, 29)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(87, 29)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(87, 29)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(87, 29)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(88, 30)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(89, 54)","(88, 30)","(72, 22)"
"(48, 27)","(48, 50)","(65, 59)","(89, 54)","(88, 30)","(72, 22)"
"(48, 27)","(48, 50)","(65, 59)","(89, 54)","(88, 30)","(72, 22)"
"(48, 27)","(48, 50)","(65, 59)","(89, 54)","(88, 30)","(72, 22)"
"(48, 27)","(48, 50)","(65, 59)","(89, 54)","(88, 30)","(72, 22)"
"(48, 27)","(48, 50)","(65, 59)","(89, 54)","(88, 30)","(72, 22)"
"(48, 27)","(48, 50)","(65, 59)","(89, 54)","(88, 30)","(72, 22)"
"(48, 27)","(48, 50)","(65, 59)","(89, 54)","(88, 30)","(72, 22)"
"(51, 31)","(67, 25)","(83, 31)","(86, 51)","(67, 56)","(53, 49)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(87, 29)","(72, 22)"
"(51, 31)","(67, 25)","(83, 31)","(86, 51)","(67, 56)","(53, 49)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(72, 22)"
"(51, 31)","(67, 25)","(83, 31)","(86, 51)","(67, 56)","(53, 49)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(72, 22)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(72, 22)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(72, 22)"
"(51, 31)","(67, 25)","(83, 31)","(86, 51)","(67, 56)","(53, 49)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(72, 22)"
"(51, 31)","(67, 25)","(83, 31)","(86, 51)","(67, 56)","(53, 49)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(72, 22)"
"(51, 31)","(67, 25)","(83, 31)","(86, 51)","(67, 56)","(53, 49)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(72, 22)"
"(51, 31)","(67, 25)","(83, 31)","(86, 51)","(67, 56)","(53, 49)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(72, 22)"
"(51, 31)","(67, 25)","(83, 31)","(86, 51)","(67, 56)","(53, 49)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(72, 22)"
"(51, 31)","(67, 25)","(83, 31)","(86, 51)","(67, 56)","(53, 49)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(72, 22)"
"(51, 31)","(67, 25)","(83, 31)","(86, 51)","(67, 56)","(53, 49)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(72, 22)"
"(51, 31)","(67, 25)","(83, 31)","(86, 51)","(67, 56)","(53, 49)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(72, 22)"
"(51, 31)","(67, 25)","(83, 31)","(86, 51)","(67, 56)","(53, 49)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(72, 22)"
"(51, 31)","(67, 25)","(83, 31)","(86, 51)","(67, 56)","(53, 49)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(72, 22)"
"(51, 31)","(67, 25)","(83, 31)","(86, 51)","(67, 56)","(53, 49)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(72, 22)"
"(51, 31)","(67, 25)","(83, 31)","(86, 51)","(67, 56)","(53, 49)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(72, 22)"
"(51, 31)","(67, 25)","(83, 31)","(86, 51)","(67, 56)","(53, 49)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(72, 22)"
"(51, 31)","(67, 25)","(83, 31)","(86, 51)","(67, 56)","(53, 49)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(72, 22)"
"(51, 31)","(67, 25)","(83, 31)","(86, 51)","(67, 56)","(53, 49)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(72, 22)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(72, 22)"
"(51, 31)","(72, 25)","(86, 34)","(87, 49)","(64, 55)","(51, 47)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(86, 29)","(72, 22)"
"(51, 31)","(72, 25)","(86, 34)","(87, 49)","(64, 55)","(51, 47)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(86, 29)","(72, 22)"
"(51, 31)","(72, 25)","(86, 34)","(87, 49)","(64, 55)","(51, 47)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(87, 29)","(72, 22)"
"(51, 31)","(72, 25)","(86, 34)","(87, 49)","(64, 55)","(51, 47)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(87, 29)","(72, 22)"
"(51, 31)","(72, 25)","(86, 34)","(87, 49)","(64, 55)","(51, 47)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(87, 29)","(72, 22)"
"(51, 31)","(72, 25)","(86, 34)","(87, 49)","(64, 55)","(51, 47)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(87, 29)","(72, 22)"
"(51, 31)","(72, 25)","(86, 34)","(87, 49)","(64, 55)","(51, 47)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(87, 29)","(72, 22)"
"(51, 31)","(72, 25)","(86, 34)","(87, 49)","(64, 55)","(51, 47)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(87, 29)","(72, 22)"
"(49, 26)","(50, 51)","(65, 59)","(88, 56)","(88, 30)","(72, 22)"
"(48, 28)","(46, 50)","(65, 59)","(91, 53)","(88, 30)","(72, 22)"
"(48, 28)","(46, 50)","(65, 59)","(91, 53)","(88, 30)","(72, 22)"
"(48, 28)","(46, 50)","(65, 59)","(91, 53)","(88, 30)","(72, 22)"
"(48, 28)","(46, 50)","(65, 59)","(91, 53)","(88, 30)","(72, 22)"
"(48, 28)","(48, 50)","(65, 59)","(91, 53)","(88, 30)","(72, 22)"
"(48, 28)","(48, 50)","(65, 59)","(91, 53)","(87, 29)","(72, 22)"
"(48, 28)","(48, 50)","(65, 59)","(88, 56)","(87, 29)","(72, 22)"
"(49, 26)","(46, 50)","(65, 59)","(91, 53)","(87, 29)","(72, 22)"
"(49, 26)","(46, 50)","(65, 59)","(91, 53)","(87, 29)","(72, 22)"
"(49, 26)","(46, 50)","(65, 59)","(91, 53)","(87, 29)","(72, 22)"
"(49, 26)","(46, 50)","(65, 59)","(91, 53)","(87, 29)","(72, 22)"
"(49, 26)","(46, 50)","(65, 59)","(91, 53)","(87, 29)","(72, 22)"
"(49, 26)","(46, 50)","(65, 59)","(91, 53)","(87, 29)","(72, 22)"
"(49, 26)","(46, 50)","(65, 59)","(91, 53)","(87, 29)","(72, 22)"
"(49, 26)","(46, 50)","(65, 59)","(88, 56)","(87, 29)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(88, 56)","(87, 29)","(72, 22)"
"(49, 26)","(48, 50)","(65, 59)","(88, 56)","(87, 29)","(72, 22)"
"(51, 31)","(67, 25)","(83, 31)","(86, 51)","(68, 56)","(53, 49)"
"(49, 26)","(48, 50)","(65, 59)","(88, 56)","(87, 29)","(71, 22)"
"(49, 26)","(48, 50)","(65, 59)","(88, 56)","(87, 29)","(71, 22)"
"(49, 26)","(48, 50)","(65, 59)","(88, 56)","(87, 29)","(71, 22)"
"(49, 26)","(48, 50)","(65, 59)","(88, 56)","(87, 29)","(71, 21)"
"(49, 26)","(48, 50)","(65, 59)","(88, 56)","(87, 29)","(71, 21)"
"(49, 26)","(48, 50)","(65, 59)","(88, 56)","(87, 29)","(71, 21)"
"(49, 26)","(48, 50)","(65, 59)","(88, 56)","(87, 29)","(71, 21)"
"(49, 26)","(48, 50)","(65, 59)","(88, 56)","(87, 29)","(71, 21)"
"(49, 26)","(48, 50)","(65, 59)","(88, 56)","(87, 29)","(71, 21)"
"(49, 26)","(48, 50)","(65, 59)","(88, 56)","(87, 29)","(71, 21)"
"(49, 26)","(48, 50)","(65, 59)","(88, 56)","(87, 29)","(71, 21)"
"(51, 31)","(67, 25)","(82, 30)","(86, 51)","(67, 56)","(53, 49)"
"(48, 28)","(50, 51)","(65, 59)","(89, 54)","(88, 30)","(72, 22)"
"(51, 31)","(67, 25)","(82, 30)","(86, 51)","(67, 56)","(53, 49)"
"(48, 28)","(50, 51)","(65, 59)","(89, 54)","(88, 30)","(72, 22)"
"(51, 31)","(67, 25)","(82, 30)","(86, 51)","(67, 56)","(53, 49)"
"(48, 28)","(50, 51)","(65, 59)","(89, 54)","(88, 30)","(72, 22)"
"(51, 31)","(67, 25)","(82, 30)","(86, 51)","(67, 56)","(53, 49)"
"(48, 28)","(50, 51)","(65, 59)","(89, 54)","(88, 30)","(72, 22)"
"(51, 31)","(67, 25)","(82, 30)","(86, 51)","(67, 56)","(53, 49)"
"(48, 28)","(50, 51)","(65, 59)","(89, 54)","(88, 30)","(72, 22)"
"(51, 30)","(67, 25)","(82, 30)","(86, 51)","(67, 56)","(53, 49)"
"(51, 30)","(67, 25)","(82, 30)","(86, 51)","(67, 56)","(53, 49)"
"(49, 26)","(50, 51)","(65, 59)","(89, 54)","(88, 30)","(72, 22)"
"(51, 30)","(67, 25)","(82, 30)","(86, 51)","(67, 56)","(53, 49)"
"(51, 30)","(67, 25)","(82, 30)","(86, 51)","(67, 56)","(53, 49)"
"(51, 30)","(67, 25)","(82, 30)","(86, 51)","(67, 56)","(53, 49)"
"(51, 30)","(67, 25)","(82, 30)","(86, 51)","(67, 56)","(53, 49)"
"(51, 30)","(67, 25)","(82, 30)","(86, 51)","(67, 56)","(53, 49)"
"(51, 30)","(67, 25)","(82, 30)","(86, 51)","(67, 56)","(53, 49)"
"(51, 30)","(67, 25)","(82, 30)","(86, 51)","(67, 56)","(53, 49)"
"(51, 30)","(67, 25)","(82, 30)","(86, 51)","(67, 56)","(53, 49)"
"(51, 30)","(67, 25)","(82, 30)","(86, 51)","(67, 56)","(53, 49)"
"(51, 30)","(67, 25)","(82, 30)","(86, 51)","(67, 56)","(53, 49)"
"(51, 30)","(67, 25)","(82, 30)","(86, 51)","(67, 56)","(53, 49)"
"(71, 21)","(49, 26)","(48, 50)","(65, 59)","(91, 52)","(88, 30)"
"(51, 30)","(67, 25)","(82, 30)","(86, 51)","(67, 56)","(53, 49)"
"(71, 21)","(49, 26)","(48, 50)","(65, 59)","(91, 52)","(88, 30)"
